picture,year,longitude,latitude,building,sorce
126.jpg,1556,-3.7899,37.765,Jaén Cathedral,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tapasinthesun.com%2Fspain-places%2Fjaen-cathedral%2F&psig=AOvVaw25BxjApHiz0BAXybVgUW8a&ust=1715968276761000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNiMr4_ekoYDFQAAAAAdAAAAABAS
127.jpg,1487,11.24825,43.767278,"Santo Spirito, Florence","https://en.wikipedia.org/wiki/Santo_Spirito,_Florence"
128.jpg,1487,11.24825,43.767278,"Santo Spirito, Florence",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.visitflorence.com%2Fflorence-churches%2Fbasilica-santo-spirito.html&psig=AOvVaw1uDVqYpruMYODEIE_QEspF&ust=1715968394261000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDe3cnekoYDFQAAAAAdAAAAABAE
129.jpg,1487,11.24825,43.767278,"Santo Spirito, Florence",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.guideflorencetour.com%2Fen%2Fsanto-spirito-basilica-en.html&psig=AOvVaw1uDVqYpruMYODEIE_QEspF&ust=1715968394261000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDe3cnekoYDFQAAAAAdAAAAABAJ
130.jpg,1419,11.253647,43.774714,Sagrestia Vecchia,https://en.wikipedia.org/wiki/Sagrestia_Vecchia
131.jpg,1536,12.4736,41.8967,Palazzo Massimo alle Colonne,https://en.wikipedia.org/wiki/Palazzo_Massimo_alle_Colonne
132.jpg,1536,12.4736,41.8967,Palazzo Massimo alle Colonne,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g187791-d4028396-Reviews-Palazzo_Massimo_alle_Colonne-Rome_Lazio.html&psig=AOvVaw1NkuBWeFLXEXCpqC0gSKoI&ust=1715968678392000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNC8wNDfkoYDFQAAAAAdAAAAABAE
133.jpg,1536,12.4736,41.8967,Palazzo Massimo alle Colonne,https://www.google.com/url?sa=i&url=https%3A%2F%2Fmydbook.giuntitvp.it%2Fapp%2Fbooks%2FGIAC45_65689B%2Fhtml%2F274&psig=AOvVaw1NkuBWeFLXEXCpqC0gSKoI&ust=1715968678392000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNC8wNDfkoYDFQAAAAAdAAAAABAJ
134.jpg,1510,12.4675,41.893611,Villa Farnesina,https://en.wikipedia.org/wiki/Villa_Farnesina
135.jpg,1510,12.4675,41.893611,Villa Farnesina,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.througheternity.com%2Fen%2Fblog%2Fart%2Fvilla-farnesina.html&psig=AOvVaw2fHrUWDERSC0hIFwMp-a6S&ust=1715968786808000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDLlobgkoYDFQAAAAAdAAAAABAE
136.jpg,1510,12.4675,41.893611,Villa Farnesina,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lincei.it%2Fen%2Fvilla-farnesina&psig=AOvVaw2fHrUWDERSC0hIFwMp-a6S&ust=1715968786808000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDLlobgkoYDFQAAAAAdAAAAABAJ
137.jpg,1525,12.452781,41.928353,Villa Madama,https://en.wikipedia.org/wiki/Villa_Madama
138.jpg,1525,12.452781,41.928353,Villa Madama,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gardenvisit.com%2Fgardens%2Fvilla_madama_garden&psig=AOvVaw3d1ed8Qf8v3hA4GD3WHNeN&ust=1715968911611000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCLDB4b7gkoYDFQAAAAAdAAAAABAS
139.jpg,1525,12.452781,41.928353,Villa Madama,https://www.google.com/url?sa=i&url=https%3A%2F%2Fluoghi.italianbotanicalheritage.com%2Fen%2Fvilla-madama%2F&psig=AOvVaw3d1ed8Qf8v3hA4GD3WHNeN&ust=1715968911611000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCLDB4b7gkoYDFQAAAAAdAAAAABBR
140.jpg,1534,10.78728,45.14737,Palazzo del Te,https://en.wikipedia.org/wiki/Palazzo_del_Te
141.jpg,1534,10.78728,45.14737,Palazzo del Te,https://en.wikipedia.org/wiki/Palazzo_del_Te
142.jpg,1534,10.78728,45.14737,Palazzo del Te,https://en.wikipedia.org/wiki/Palazzo_del_Te
143.jpg,1443,11.262989,43.768006,Pazzi Chapel,https://en.wikipedia.org/wiki/Pazzi_Chapel
144.jpg,1443,11.262989,43.768006,Pazzi Chapel,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.britannica.com%2Fplace%2FPazzi-Chapel&psig=AOvVaw36qBJlZM5HYl445HWSaO3m&ust=1715969166337000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCIjZp7bhkoYDFQAAAAAdAAAAABAE
145.jpg,1443,11.262989,43.768006,Pazzi Chapel,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.flickr.com%2Fphotos%2F69184488%40N06%2F11893481604&psig=AOvVaw0nWgcTwewbOZIy-hqJol4F&ust=1715969852799000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCKD1n4LkkoYDFQAAAAAdAAAAABAb
146.jpg,1475,12.637778,43.723333,"Ducal Palace, Urbino","https://en.wikipedia.org/wiki/Ducal_Palace,_Urbino"
147.jpg,1475,12.637778,43.723333,"Ducal Palace, Urbino","https://en.wikipedia.org/wiki/Ducal_Palace,_Urbino"
148.jpg,1475,12.637778,43.723333,"Ducal Palace, Urbino",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripsavvy.com%2Fducal-palace-of-urbino-1548117&psig=AOvVaw2mrO4k9Hnsj4FbujrgkemE&ust=1715969304065000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPi0yvnhkoYDFQAAAAAdAAAAABAE
149.jpg,1653,25.280278,54.683889,Radziwiłł Palace (Vilnius),https://en.wikipedia.org/wiki/Radziwi%C5%82%C5%82_Palace_(Vilnius)
150.jpg,1653,25.280278,54.683889,Radziwiłł Palace (Vilnius),https://en.wikipedia.org/wiki/Radziwi%C5%82%C5%82_Palace_(Vilnius)
151.jpg,1653,25.280278,54.683889,Radziwiłł Palace (Vilnius),https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lrt.lt%2Fen%2Fnews-in-english%2F19%2F1105866%2Flithuanian-polish-magnate-dynasty-celebrated-in-new-vilnius-exhibition&psig=AOvVaw0WVdm8YftBtHIMQ_pOh4QL&ust=1715969423998000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCLiCmLLikoYDFQAAAAAdAAAAABAE
152.jpg,1482,9.188033,45.462647,Santa Maria presso San Satiro,https://en.wikipedia.org/wiki/Santa_Maria_presso_San_Satiro
153.jpg,1482,9.188033,45.462647,Santa Maria presso San Satiro,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.yesmilano.it%2Fen%2Fsee-and-do%2Fvenues%2Fsanta-maria-presso-san-satiro&psig=AOvVaw1vxFOC4BNQ4FtOWLOsrGlo&ust=1715969578196000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCV3P3ikoYDFQAAAAAdAAAAABAE
154.jpg,1482,9.188033,45.462647,Santa Maria presso San Satiro,https://www.google.com/url?sa=i&url=https%3A%2F%2Fzh.wikipedia.org%2Fzh-tw%2F%25E5%259C%25A3%25E6%25B2%2599%25E5%25BC%259F%25E4%25B9%2590%25E5%259C%25A3%25E6%25AF%258D%25E5%25A0%2582&psig=AOvVaw1vxFOC4BNQ4FtOWLOsrGlo&ust=1715969578196000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPCV3P3ikoYDFQAAAAAdAAAAABAJ
155.jpg,1513,1.07041,47.324721,Château de Chenonceau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chenonceau
156.jpg,1513,1.07041,47.324721,Château de Chenonceau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chenonceau
157.jpg,1513,1.07041,47.324721,Château de Chenonceau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Chenonceau
158.jpg,1497,9.171111,45.465833,"Santa Maria delle Grazie, Milan","https://en.wikipedia.org/wiki/Santa_Maria_delle_Grazie,_Milan"
159.jpg,1497,9.171111,45.465833,"Santa Maria delle Grazie, Milan",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.milanoguida.com%2Fvisite-guidate%2Fchiese-e-basiliche-milano%2Fsanta-maria-delle-grazie%2F&psig=AOvVaw2M7_JVxsEWUq1Y6THAENWV&ust=1715970524277000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDA_cLmkoYDFQAAAAAdAAAAABAE
160.jpg,1497,9.171111,45.465833,"Santa Maria delle Grazie, Milan",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.milanotoday.it%2Fblog%2Fmilanodavedere%2Ffoto-santa-maria-grazie-6-novembre.html&psig=AOvVaw2M7_JVxsEWUq1Y6THAENWV&ust=1715970524277000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNDA_cLmkoYDFQAAAAAdAAAAABAJ
161.jpg,1581,11.255278,43.768333,Uffizi,https://en.wikipedia.org/wiki/Uffizi
162.jpg,1581,11.255278,43.768333,Uffizi,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.viator.com%2Ftours%2FFlorence%2FUFFIZI-GALLERY%2Fd519-7347P6&psig=AOvVaw3B3CC85hCOV9w2iwHUWGdS&ust=1715970836177000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNiGiNXnkoYDFQAAAAAdAAAAABAE
163.jpg,1581,11.255278,43.768333,Uffizi,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.toursinfirenze.com%2Fen%2Fi-nostri-tour%2Fuffizi-firenze%2F&psig=AOvVaw3B3CC85hCOV9w2iwHUWGdS&ust=1715970836177000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNiGiNXnkoYDFQAAAAAdAAAAABAJ
164.jpg,1510,0.466917,47.26,Château d'Azay-le-Rideau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Azay-le-Rideau
165.jpg,1510,0.466917,47.26,Château d'Azay-le-Rideau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Azay-le-Rideau
166.jpg,1510,0.466917,47.26,Château d'Azay-le-Rideau,https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Azay-le-Rideau
167.jpg,1551,12.477778,41.918333,Villa Giulia,https://en.wikipedia.org/wiki/Villa_Giulia
168.jpg,1551,12.477778,41.918333,Villa Giulia,https://en.wikipedia.org/wiki/Villa_Giulia
169.jpg,1551,12.477778,41.918333,Villa Giulia,https://en.wikipedia.org/wiki/Villa_Giulia
170.jpg,1600,20.526667,50.520556,"St. Anne's Chapel, Pińczów","https://en.wikipedia.org/wiki/St._Anne%27s_Chapel,_Pi%C5%84cz%C3%B3w"
171.jpg,1600,20.526667,50.520556,"St. Anne's Chapel, Pińczów",https://www.google.com/url?sa=i&url=http%3A%2F%2Ffotogeograf.blogspot.com%2F2016%2F10%2Fst-annes-chapel-in-city-of-pinczow.html&psig=AOvVaw0EWrN8bTc6tB1ji0V9vDk7&ust=1715971592860000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDUv77qkoYDFQAAAAAdAAAAABAE
172.jpg,1600,20.526667,50.520556,"St. Anne's Chapel, Pińczów",https://www.google.com/url?sa=i&url=http%3A%2F%2Ffotogeograf.blogspot.com%2F2016%2F10%2Fst-annes-chapel-in-city-of-pinczow.html&psig=AOvVaw0EWrN8bTc6tB1ji0V9vDk7&ust=1715971592860000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDUv77qkoYDFQAAAAAdAAAAABAJ
173.jpg,1574,14.514167,35.898611,"Grandmaster's Palace, Valletta","https://en.wikipedia.org/wiki/Grandmaster%27s_Palace,_Valletta"
174.jpg,1574,14.514167,35.898611,"Grandmaster's Palace, Valletta",https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g190328-d313283-Reviews-The_Grand_Master_s_Palace-Valletta_Island_of_Malta.html&psig=AOvVaw0w31DlYiS1LNapCbnxHjZo&ust=1715971743501000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPizgoTrkoYDFQAAAAAdAAAAABAE
175.jpg,1574,14.514167,35.898611,"Grandmaster's Palace, Valletta",https://www.google.com/url?sa=i&url=https%3A%2F%2Faustria-forum.org%2Faf%2FGeography%2FEurope%2FMalta%2FPictures%2FErtl_Pictures%2FGrandmasters_Palace_Valletta&psig=AOvVaw1DVWIWZ-Q5bNYNKO55Sq7v&ust=1716042363656000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPDspZrylIYDFQAAAAAdAAAAABAE
176.jpg,1574,11.2587,43.7791,Casino Mediceo di San Marco,https://en.wikipedia.org/wiki/Casino_Mediceo_di_San_Marco
177.jpg,1574,11.2587,43.7791,Casino Mediceo di San Marco,https://www.google.com/url?sa=i&url=http%3A%2F%2Fepigrafinascoste.blogspot.com%2F2014%2F04%2Fcasino-mediceo-di-san-marco.html&psig=AOvVaw188YYOV1tcqnYLfq42PmOG&ust=1715973917155000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCKCn-ZPzkoYDFQAAAAAdAAAAABAK
178.jpg,1577,14.512778,35.897778,Saint John's Co-Cathedral,https://en.wikipedia.org/wiki/Saint_John%27s_Co-Cathedral
179.jpg,1577,14.512778,35.897778,Saint John's Co-Cathedral,https://en.wikipedia.org/wiki/Saint_John%27s_Co-Cathedral
180.jpg,1577,14.512778,35.897778,Saint John's Co-Cathedral,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lonelyplanet.com%2Fmalta%2Fvalletta%2Fattractions%2Fst-john-s-co-cathedral%2Fa%2Fpoi-sig%2F447321%2F360142&psig=AOvVaw2jhMZcCqV6Au7yWzGeaKip&ust=1715974084086000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMiBsOHzkoYDFQAAAAAdAAAAABAE
181.jpg,1536,8.434081,44.345173,Santuario di Nostra Signora della Misericordia (Savona),https://it.wikipedia.org/wiki/Santuario_di_Nostra_Signora_della_Misericordia_(Savona)
182.jpg,1536,8.434081,44.345173,Santuario di Nostra Signora della Misericordia (Savona),https://it.wikipedia.org/wiki/Santuario_di_Nostra_Signora_della_Misericordia_(Savona)
183.jpg,1536,8.434081,44.345173,Santuario di Nostra Signora della Misericordia (Savona),https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.turismo.it%2Fsegreti-italia%2Farticolo%2Fart%2Fsavona-cosa-nasconde-il-santuario-di-nostra-signora-della-misericordia-id-10399%2F&psig=AOvVaw0uvzELtgDqOYixSG5eZvcI&ust=1715974263869000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCKCYj7X0koYDFQAAAAAdAAAAABAE
184.jpg,1720,12.65851,41.76977,Palazzo Colonna (Marino),https://en.wikipedia.org/wiki/Palazzo_Colonna_(Marino)
185.jpg,1720,12.65851,41.76977,Palazzo Colonna (Marino),https://en.wikipedia.org/wiki/Palazzo_Colonna_(Marino)
186.jpg,1720,12.65851,41.76977,Palazzo Colonna (Marino),https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.itinari.com%2Flocation%2Fpalazzo-colonna-marino&psig=AOvVaw2Ep2t-DQM7O1k3IYxPf2yA&ust=1715974386580000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCMjuqfD0koYDFQAAAAAdAAAAABAE
187.jpg,1580,12.479722,41.895833,Church of the Gesù,https://en.wikipedia.org/wiki/Church_of_the_Ges%C3%B9
188.jpg,1580,12.479722,41.895833,Church of the Gesù,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.romesightseeing.net%2Fil-gesu%2F&psig=AOvVaw3d3sOfDoAlGOzo3qu2I6s0&ust=1715974481870000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNChnJ31koYDFQAAAAAdAAAAABAJ
189.jpg,1580,12.479722,41.895833,Church of the Gesù,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.romesightseeing.net%2Fil-gesu%2F&psig=AOvVaw3d3sOfDoAlGOzo3qu2I6s0&ust=1715974481870000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCNChnJ31koYDFQAAAAAdAAAAABAE
190.jpg,1605,18.648889,54.350833,Wielka Zbrojownia w Gdańsku,https://pl.wikipedia.org/wiki/Wielka_Zbrojownia_w_Gda%C5%84sku
191.jpg,1605,18.648889,54.350833,Wielka Zbrojownia w Gdańsku,https://pl.wikipedia.org/wiki/Wielka_Zbrojownia_w_Gda%C5%84sku
192.jpg,1605,18.648889,54.350833,Wielka Zbrojownia w Gdańsku,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.zbrojowniasztuki.pl%2Falma-mater%2Fsiedziby-uczelni%2Fbudynki-asp%2Fwielka-zbrojownia%2C1170&psig=AOvVaw11RMc3kAA16YGOoRJHBMJH&ust=1715974708398000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCPjR94z2koYDFQAAAAAdAAAAABAJ
193.jpg,1692,-9.127778,38.714722,Monastery of São Vicente de Fora,https://en.wikipedia.org/wiki/Monastery_of_S%C3%A3o_Vicente_de_Fora
194.jpg,1692,-9.127778,38.714722,Monastery of São Vicente de Fora,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.lisbonportugaltourism.com%2Fguide%2Fmosteiro-de-sao-vicente-de-fora.html&psig=AOvVaw3WgW-b-az9ODtd4EeOR2s6&ust=1715975049892000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOiAia73koYDFQAAAAAdAAAAABAS
195.jpg,1692,-9.127778,38.714722,Monastery of São Vicente de Fora,https://www.google.com/url?sa=i&url=https%3A%2F%2Flisboa.convida.pt%2Fen%2Fpoi%2Fsee-do%2Figreja-mosteiro-de-sao-vicente-de-fora-8018&psig=AOvVaw3WgW-b-az9ODtd4EeOR2s6&ust=1715975049892000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOiAia73koYDFQAAAAAdAAAAABAt
196.jpg,1631,2.120333,48.804806,Palace of Versailles,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.livescience.com%2F38903-palace-of-versailles-facts-history.html&psig=AOvVaw1VQSk0IDR5KOB_ixrSptwv&ust=1715975259124000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJD9y4_4koYDFQAAAAAdAAAAABAI
197.jpg,1631,2.120333,48.804806,Palace of Versailles,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.travelandleisure.com%2Fattractions%2Flandmarks-monuments%2Fpalace-of-versailles-unique-facts-history&psig=AOvVaw1VQSk0IDR5KOB_ixrSptwv&ust=1715975259124000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJD9y4_4koYDFQAAAAAdAAAAABAR
198.jpg,1631,2.120333,48.804806,Palace of Versailles,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.historyhit.com%2Flocations%2Fpalace-of-versailles%2F&psig=AOvVaw1VQSk0IDR5KOB_ixrSptwv&ust=1715975259124000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJD9y4_4koYDFQAAAAAdAAAAABA-
199.jpg,1737,16.3719,48.198281,Karlskirche,https://en.wikipedia.org/wiki/Karlskirche
200.jpg,1737,16.3719,48.198281,Karlskirche,https://www.google.com/url?sa=i&url=https%3A%2F%2Froyal-classic.at%2Fkarlskirche%2F&psig=AOvVaw3SiDhTNQ8Rl-Ot7kceDVxp&ust=1715975474875000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCIiH0ff4koYDFQAAAAAdAAAAABAk
201.jpg,1737,16.3719,48.198281,Karlskirche,https://www.google.com/url?sa=i&url=https%3A%2F%2Fzh.wikipedia.org%2Fzh-tw%2FFile%3AWien%2C_Karlskirche_und_TU.jpg&psig=AOvVaw3SiDhTNQ8Rl-Ot7kceDVxp&ust=1715975474875000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCIiH0ff4koYDFQAAAAAdAAAAABAb
202.jpg,1641,12.49074,41.90181,San Carlo alle Quattro Fontane,https://en.wikipedia.org/wiki/San_Carlo_alle_Quattro_Fontane
203.jpg,1641,12.49074,41.90181,San Carlo alle Quattro Fontane,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.walksinrome.com%2Fchurch-of-san-carlo-alle-quattro-fontane-rome.html&psig=AOvVaw2rJ0VjtSR744n56bWdRFD2&ust=1715975657035000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCICJ3ND5koYDFQAAAAAdAAAAABAY
204.jpg,1641,12.49074,41.90181,San Carlo alle Quattro Fontane,https://www.google.com/url?sa=i&url=https%3A%2F%2Fmediakron.bc.edu%2Frome%2Fsan-carlo-alle-quattro-fontane%2Fsan-carlo-alle-quattro-fontane-exterior-facade-tower-and-fountain-from-the-northeast&psig=AOvVaw2gPwCvx3Xk1d1R5rFWhYMU&ust=1716042440294000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCID3srnylIYDFQAAAAAdAAAAABAE
205.jpg,1670,12.48934,41.90068,Sant'Andrea al Quirinale,https://en.wikipedia.org/wiki/Sant%27Andrea_al_Quirinale
206.jpg,1670,12.48934,41.90068,Sant'Andrea al Quirinale,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.turismoroma.it%2Fit%2Fluoghi%2Fchiesa-di-santandrea-al-quirinale&psig=AOvVaw187Xi56RfouqH2jyFXxtuW&ust=1715975922231000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOinhMz6koYDFQAAAAAdAAAAABAE
207.jpg,1670,12.48934,41.90068,Sant'Andrea al Quirinale,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.beniculturalionline.it%2Flocation-2836_Chiesa-di-Sant%2527Andrea-al-Quirinale.php&psig=AOvVaw187Xi56RfouqH2jyFXxtuW&ust=1715975922231000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOinhMz6koYDFQAAAAAdAAAAABAS
208.jpg,1675,11.503611,48.158056,Nymphenburg Palace,https://en.wikipedia.org/wiki/Nymphenburg_Palace
209.jpg,1675,11.503611,48.158056,Nymphenburg Palace,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.getyourguide.com%2Fmunich-l26%2Fmunich-nymphenburg-palace-incl-marstall-tour-and-tickets-t416547%2F&psig=AOvVaw3YC1260OPPMSRzIPiFmCSD&ust=1715976134757000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJi9jbT7koYDFQAAAAAdAAAAABAE
210.jpg,1675,11.503611,48.158056,Nymphenburg Palace,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.expedia.co.uk%2FNymphenburg-Palace-Neuhausen-Nymphenburg.d501945.Attraction&psig=AOvVaw3YC1260OPPMSRzIPiFmCSD&ust=1715976134757000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJi9jbT7koYDFQAAAAAdAAAAABAJ
211.jpg,1737,14.4199,50.0878,St. Nicholas Church (Staré Město),https://en.wikipedia.org/wiki/St._Nicholas_Church_(Star%C3%A9_M%C4%9Bsto)
212.jpg,1737,14.4199,50.0878,St. Nicholas Church (Staré Město),https://en.wikipedia.org/wiki/St._Nicholas_Church_(Star%C3%A9_M%C4%9Bsto)
213.jpg,1737,14.4199,50.0878,St. Nicholas Church (Staré Město),https://en.wikipedia.org/wiki/St._Nicholas_Church_(Star%C3%A9_M%C4%9Bsto)
214.jpg,1752,14.326389,41.073333,Royal Palace of Caserta,https://en.wikipedia.org/wiki/Royal_Palace_of_Caserta
215.jpg,1752,14.326389,41.073333,Royal Palace of Caserta,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.viator.com%2Ftours%2FNaples%2FSkip-the-Line-Royal-Palace-of-Caserta-ticket%2Fd508-23258P133&psig=AOvVaw1f4BZObWe2x9GARGG4LKWJ&ust=1715976400930000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCNj7P8koYDFQAAAAAdAAAAABAt
216.jpg,1752,14.326389,41.073333,Royal Palace of Caserta,https://www.google.com/url?sa=i&url=https%3A%2F%2Freggiadicaserta.cultura.gov.it%2Fen%2F&psig=AOvVaw1f4BZObWe2x9GARGG4LKWJ&ust=1715976400930000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCNj7P8koYDFQAAAAAdAAAAABBR
217.jpg,1751,-3.714167,40.418056,Royal Palace of Madrid,https://en.wikipedia.org/wiki/Royal_Palace_of_Madrid
218.jpg,1751,-3.714167,40.418056,Royal Palace of Madrid,https://en.wikipedia.org/wiki/Royal_Palace_of_Madrid
219.jpg,1751,-3.714167,40.418056,Royal Palace of Madrid,https://en.wikipedia.org/wiki/Royal_Palace_of_Madrid
220.jpg,1603,12.493639,41.90425,"Santa Susanna, Rome","https://en.wikipedia.org/wiki/Santa_Susanna,_Rome"
221.jpg,1603,12.493639,41.90425,"Santa Susanna, Rome","https://en.wikipedia.org/wiki/Santa_Susanna,_Rome"
222.jpg,1603,12.493639,41.90425,"Santa Susanna, Rome","https://en.wikipedia.org/wiki/Santa_Susanna,_Rome"
223.jpg,1542,13.679611,51.167572,Moritzburg Castle,https://en.wikipedia.org/wiki/Moritzburg_Castle
224.jpg,1542,13.679611,51.167572,Moritzburg Castle,https://www.google.com/url?sa=i&url=https%3A%2F%2Fvisitsaxony.com%2Fpoi%2Fmoritzburg-castle-moritzburg&psig=AOvVaw2Arql1tsP68K-1F4_T2ClT&ust=1715976888957000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCRlJ3-koYDFQAAAAAdAAAAABAE
225.jpg,1542,13.679611,51.167572,Moritzburg Castle,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.castleholic.com%2F2018%2F04%2Fschloss-moritzburg.html&psig=AOvVaw2Arql1tsP68K-1F4_T2ClT&ust=1715976888957000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCOCRlJ3-koYDFQAAAAAdAAAAABAJ
226.jpg,1712,16.355278,48.205833,Palais Trautson,https://en.wikipedia.org/wiki/Palais_Trautson
227.jpg,1712,16.355278,48.205833,Palais Trautson,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.travelwriticus.com%2Fpalais-trautson-vienna%2F&psig=AOvVaw2fmHVbB_SegtEWBqcuEEqA&ust=1715977024744000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJiPqt7-koYDFQAAAAAdAAAAABAE
228.jpg,1712,16.355278,48.205833,Palais Trautson,https://www.google.com/url?sa=i&url=https%3A%2F%2Ffoursquare.com%2Fv%2Fpalais-trautson%2F4fb00af7e4b08885ffdb67de%2Fphotos&psig=AOvVaw2fmHVbB_SegtEWBqcuEEqA&ust=1715977024744000&source=images&cd=vfe&opi=89978449&ved=0CBAQjRxqFwoTCJiPqt7-koYDFQAAAAAdAAAAABAJ
229.jpg,1660,12.474734,41.898221,Sant'Ivo alla Sapienza,https://en.wikipedia.org/wiki/Sant%27Ivo_alla_Sapienza
